Name,Address,Location,Category,Role,Profession,Additional Info,Journal,Notes,Political Party,page_num,source_file,section,civic_num,civic_lett,sestiere_parsed,parish_parsed,sestiere_implied,match_note,fail_reason,nom_classification,is_provincia,geocoding_tier,match_confidence,nominatim_query,llm_cleaned_address,nominatim_flagged,matched_lat,matched_lon
On. GIOVANNI CARIGNANI,,,,Sottosegretari di Stato,,Assistenza Post-Bellica,,,,39,page_39_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
S.A.R.I.M.,S. Giobbe 924 - Venezia,,Pavimentazioni e Rivestimenti,,,"Pavimenti e rivestimenti in mosaico vetroso, TELEF. 23-145",,,,40,page_40_semantic.csv,government,,,,,False,"Nominatim failed: query=Sestiere Cannaregio, 924, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Sestiere Cannaregio, 924, Venezia, Italy",,False,,
Dott. Gregorio Notarianni,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Prefetto,,,,,,42,page_42_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, Sestiere San Marco, Fondamenta Zaguri 2662, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, Sestiere San Marco, Fondamenta Zaguri 2662, Venezia, Italy",,False,,
Dott. Lorenzo Salazar,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Vice Prefetto vicario,,,,,,42,page_42_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, Sestiere San Marco, Fondamenta Zaguri 2662, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, Sestiere San Marco, Fondamenta Zaguri 2662, Venezia, Italy",,False,,
Dott. Domenico Dal Cortivo,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Vice Prefetto ispettore,,,,,,42,page_42_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Dott. Gaetano Marfisa,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Capo di Gabinetto,Vice Prefetto ispett.,,,,,42,page_42_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Dott. Celestino De Bonis,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Addetto,Consigliere di l. classe,,,,,42,page_42_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Rag. Paolo Vasquez,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Addetto,I. Ragioniere,,,,,42,page_42_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Dott. Filipponi Vincenzo,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Ufficio Stampa,,,,,,42,page_42_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Dott. Serrao Francesco Antonio,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Ufficio Stampa,,,,,,42,page_42_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Dott. Gian Luigi Gualandi,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Servizi elettorali,V. Prefetto Ispett.,,,,,42,page_42_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Germanico Ravenna,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Economato,,,,,,42,page_42_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Dott. Gregorio Beltrame,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Capo divisione,,,,,,42,page_42_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Rag. Paolo Vasquez,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Dirigente,I. Ragioniere,,,,,42,page_42_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Dott. Domenico Dal Cortivo,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Capo Divisione,Vice Prefetto Ispett.,,,,,42,page_42_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Dott. Ciro Siragusa,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Capo Divisione,Consigliere di I. cl.,,,,,42,page_42_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Dott. Teofilo Uni,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Capo Divisione,Consigliere i. cl.,Divisione III.B,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Dott. Romolo Bruni,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Medico Provinciale,-,Divisione III.B,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Dott. Aldo Ademollo,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Veterinarî prov.,-,Divisione III.B,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Dott. Carlo Mirza,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,I.o Segretario,-,Divisione III.B,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Dott. Teofilo Uni,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Capo Divisione,-,Divisione III.B,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Ig. Rumoio Alliata,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Capo Ragioniere,-,Divisione III.B,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Dr. Sandrino Calcagno,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Rag. capi,-,Divisione III.B,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Rag. Oreste Minneci,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Rag. capi,-,Divisione III.B,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Germanico Ravenna,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Amministratore,-,Divisione III.B,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, Venezia, Italy",,False,,
il Prefetto,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Presidente,-,In sede di tutela,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, Venezia, Italy",,False,,
Dal Cortivo Dr. Domenico,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membri effettivi,-,Divisione III.B,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, Venezia, Italy",,False,,
Beltrame Dr. Gregorio,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membri effettivi,-,Divisione III.B,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, Venezia, Italy",,False,,
Siragusa Dr. Ciro,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membri effettivi,-,Divisione III.B,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, Venezia, Italy",,False,,
Bandarin Avv. Silvestro,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membri effettivi,-,Divisione III.B,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, Venezia, Italy",,False,,
Frascella Avv. Giuseppe,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membri effettivi,-,Divisione III.B,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, Venezia, Italy",,False,,
Zennaril Ing. Antonio,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membri effettivi,-,Divisione III.B,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, Venezia, Italy",,False,,
Sabbadin Rag. Giordano,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membri effettivi,-,Divisione III.B,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, Venezia, Italy",,False,,
Venchierutti Avv. Iginio,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membri supplenti,-,Divisione III.B,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, Venezia, Italy",,False,,
Francesconi Ing. Carlo,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membri supplenti,-,Divisione III.B,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Fano Avv. Luciano,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membri effettivi,-,Agregati per la risoluzione dei ricorsi in materia di tributi locali,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Chiestiura Corona Michele,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membri effettivi,-,Agregati per la risoluzione dei ricorsi in materia di tributi locali,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Guerriero Dr. Anello,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membri supplenti,-,Divisione III.B,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Penzo Ing. Felice,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membri supplenti,-,Divisione III.B,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Capisani Dario,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Segretario,-,Divisione III.B,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Siragusa Dr. Ciro,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membri effettivi,-,In sede giuridizionale,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Beltrame Dr. Gregorio,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membri effettivi,-,In sede giuridizionale,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Frascella Avv. Giuseppe,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membri effettivi,-,In sede giuridizionale,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Sabbadin Rag. Giordano,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membri effettivi,-,In sede giuridizionale,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Bandarin rag. Giordano,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membro supplente,-,In sede giuridizionale,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
Spaziantie Dr. Domenico,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Segretario,-,In sede giuridizionale,,,,43,page_43_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,,nominatim_failed,"Palazzo del Governo, S. Maurizio, fondamenta Zaguri, Venezia, Italy",,False,,
