Name,Address,Location,Category,Role,Profession,Additional Info,Journal,Notes,Political Party,page_num,source_file,section,civic_num,civic_lett,sestiere_parsed,parish_parsed,sestiere_implied,match_note,fail_reason,nom_classification,is_provincia,geocoding_tier,match_confidence,nominatim_query,llm_cleaned_address,nominatim_flagged,matched_lat,matched_lon
Soc. An. Rappresentanze Industrin e Commercio,"San Marco, 4541, S. Marco, 5238",Agrumi (grossisti),Alberghi,,,agricoltura R.I.C.A.,,,,137,page_137_semantic.csv,industria,4541.0,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Albergo Ristorante Continentale,"Lista di Spagna, 1166","Alberghi, Pensioni e Locande",Alberghi,,,"Prop. Papas Cav. Vittorio, Tel, 22-779",,,,137,page_137_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
ASTORIA,"Calle Fiubera, 951","Alberghi, Pensioni e Locande",Alberghi,,,,,,,137,page_137_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
BELLA VENEZIA,"Calle dei Fabbri, 4170","Alberghi, Pensioni e Locande",Alberghi,,,,,,,137,page_137_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
BONVECCHATI,"Calle Goldoni, 4888","Alberghi, Pensioni e Locande",Alberghi,,,,,,,137,page_137_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
CASA IGEA,Campo S. Zaccaria,"Alberghi, Pensioni e Locande",Alberghi,,,"Sapienza, Lovanio e Principessa Jolanda",,,,137,page_137_semantic.csv,industria,,,,San Zaccaria,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
CAVALLETTO e DOGE ORSEOLO,"Bacino Orseolo, S. Marco","Alberghi, Pensioni e Locande",Alberghi,,,,,,,137,page_137_semantic.csv,industria,,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
CENTAURO e BELGRADO,Campo Manin 4296,"Alberghi, Pensioni e Locande",Alberghi,,,,,,,137,page_137_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
EUROPA - BRITANNIA,Corte Barozzi,"Alberghi, Pensioni e Locande",Alberghi,,,,,,,137,page_137_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
FLORA,"Via 22 Marzo, n. 2283 A","Alberghi, Pensioni e Locande",Alberghi,,,,,,,137,page_137_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
GABRIEL - SANDWRE,Riva dei Schiavoni,"Alberghi, Pensioni e Locande",Alberghi,,,,,,,137,page_137_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
HOTEL GERMANIA DE LA GARE e TOCRING,San Simeone,"Alberghi, Pensioni e Locande",Alberghi,,,Oppr.: Possenti comm. Luigi,,,,137,page_137_semantic.csv,industria,,,,San Simeone Profeta,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
GIORGIONE,San Simeone,"Ss. Apostoli, Cannaregio",Alberghi,,,,,,,137,page_137_semantic.csv,industria,,,CANNAREGIO,San Simeone Profeta,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
GORIZIA,"Calle dei Fabbri, 4697","Alberghi, Pensioni e Locande",Alberghi,,,,,,,137,page_137_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Hotel Universo,"Lista di Spagna, 121","Alberghi, Pensioni e Locande",Alberghi,,,"Ristorante, Caffè concerto, Vicino alla Stazione Ferroviaria e all'Automireassa, prop. Di Lernia, Tel. 23-083",,,,137,page_137_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Hotel Commercio,"Lista di Spagna, 121","Mercerie, Calle Balloni",Alberghi,,,"prop. A Nava, vicinissimo Piazza San Marco, Acqua corrente calda e fredda in tutte le camere, Telefono, Camere da bagn, Pensione completa, Prezzi modici, Tel. 22-230",,,,137,page_137_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
duse,"Via XXII Marzo, 2288",VENEZIA,MOBILI o ACCESSORI per UFFICI,,,Telefono 25-889,,,,137,page_137_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Hotel Suisse,"S. Marco, Mercerie Orologio","Alberghi, Pensioni e Locande",Alberghi,,,"Dipendenza Splendido Corso, Tel. 26-236",,,,138,page_138_semantic.csv,industria,,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
INTERNAZIONALE E SATURNIA,"Calle Larga XXII Marzo, 2399","Alberghi, Pensioni e Locande",Alberghi,,,,,,,138,page_138_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
LONDRA E BELLA RIVA,Riva Schiavoni,"Alberghi, Pensioni e Locande",Alberghi,,,,,,,138,page_138_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
MALIBRAN,Corte del Teatro Malibran,"Alberghi, Pensioni e Locande",Alberghi,,,,,,,138,page_138_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
MARCONI E MILANO,Riva del Vin 729,"Alberghi, Pensioni e Locande",Alberghi,,,,,,,138,page_138_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
METROPOLI,Riva Schiavoni,"Alberghi, Pensioni e Locande",Alberghi,,,,,,,138,page_138_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
NAZIONALE,Lista di Spagna 158,"Alberghi, Pensioni e Locande",Alberghi,,,,,,,138,page_138_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
PRINCIPE,"Lista di Spagna, 146","Alberghi, Pensioni e Locande",Alberghi,,,,,,,138,page_138_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
REALE DANIELI,Riva dei Schiavoni,"Alberghi, Pensioni e Locande",Alberghi,,,,,,,138,page_138_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
RIALTO,Ponte di Rialto,"Alberghi, Pensioni e Locande",Alberghi,,,,,,,138,page_138_semantic.csv,industria,,,SAN POLO,,True,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
SAN MARCO,Calle dei Fabbri 877,"Alberghi, Pensioni e Locande",Alberghi,,,,,,,138,page_138_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
SANTA CHIARA,"Piazzale Roma, 58","Alberghi, Pensioni e Locande",Alberghi,,,,,,,138,page_138_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
SAVOIA e P.SSA Iolanda,Riva Schiavoni,"Alberghi, Pensioni e Locande",Alberghi,,,,,,,138,page_138_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
SERENISSIMA,"Calle Goldoni, 4866","Alberghi, Pensioni e Locande",Dipendenza Bonvecchiati,,,"Splendido Corso,S. Marco,  Mercerie San Zulian"", , , Tel. 25-809",,,,138,page_138_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
TAVERNA « LA FENICE »,"Campiello della Fenice, 1938","Alberghi, Pensioni e Locande",Alberghi,,,,,,,138,page_138_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
TERMINUS,"Lista di Spagna, 118","Alberghi, Pensioni e Locande",Alberghi,,,,,,,138,page_138_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
TROVATORE,Calle delle Rasse 4534,"Alberghi, Pensioni e Locande",Alberghi,,,,,,,138,page_138_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
UNION,Lista di Spagna 127,"Alberghi, Pensioni e Locande",Alberghi,,,,,,,138,page_138_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
UNIVERSO,Lista di Spagna 123-126,"Alberghi, Pensioni e Locande",Alberghi,,,,,,,138,page_138_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
VITTORIA - BRISTOL,Ponte Fuseri,"Alberghi, Pensioni e Locande",Alberghi,,,,,,,138,page_138_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
VILLA ROSINA,Via Dardanelli,"Alberghi, Pensioni e Locande",Lido,,,Dipendenzi Dardanelli,,,,138,page_138_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
ALBERGO MARCONI e MILANO,Via Dardanelli,Venezia/Canal Grande,Alberghi,,,"Proprietario: Savoldi, Ponte Rialto, Telef. 22-066, Telegraf. Hotel Marconi",,,,138,page_138_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
DA NANE MORA,Corte del teatro Malibran,Venezia,Albergo-Ristorante,,," ""Telefono 24-626,  Acqua Corrente""",,,,138,page_138_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
BOZENA,"Fondamenta del Vin, 4656",VENEZIA,PENSIONI,,,"Pensioni e Locande,",,,,139,page_139_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
BUCINTORO,"Riva dell'Impero, 2134",VENEZIA,PENSIONI,,,"Pensioni e Locande,",,,,139,page_139_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
"A.V.A. Accomandita Veneziana Alimentari D. Coccon G. Da Ponte e C.""",3324,Cannaregio,MOBILI e ACCESSORI per UFFICIО,,,Category: Alimentari,,,,140,page_140_semantic.csv,industria,3324.0,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Cittato Luigi,Calle Oslavia 8,S. Elena,MOBILI e ACCESSORI per UFFICIО,,,Category: Alimentari,,,,140,page_140_semantic.csv,industria,,,SANT'ELENA,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Jodice Salvatore,1895,S. Polo,MOBILI e ACCESSORI per UFFICIО,,,Category: Alimentari,,,,140,page_140_semantic.csv,industria,1895.0,,SAN POLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Nicolini Benedetto,2926.4,Castello,MOBILI e ACCESSORI per UFFICIО,,,Category: Alimentari,,,,140,page_140_semantic.csv,industria,2926.0,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Paolini Villani e C.,5042,S. Marco,MOBILI e ACCESSORI per UFFICIО,,,Category: Alimentari,,,,140,page_140_semantic.csv,industria,5042.0,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Pavanello Luigi,1781,S. Polo,MOBILI e ACCESSORI per UFFICIО,,,Category: Alimentari,,,,140,page_140_semantic.csv,industria,1781.0,,SAN POLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Soc. An. F.lli Invernizzi e C. Formaggi e latticini,3999,S. Polo,MOBILI e ACCESSORI per UFFICIО,,,Category: Alimentari,,,,140,page_140_semantic.csv,industria,3999.0,,SAN POLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
duse,"Via XXII Marzo, 2288",Venezia,Telefono 25.889,,,Category: MOBILI e ACCESSORI per UFFICIО,,,,140,page_140_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Tiozzo Elda,v. Miranese 2,Alluminio,Mestre,,,"Pensioni e Locande,",,,,143,page_143_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Zanini Giovanni,v. G. Pepe 10,Alluminio,Carpenedo,,,"Pensioni e Locande,",,,,143,page_143_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Ceritelli Oscar,"S. Donato, 22",Alluminio,Burano,,,"Pensioni e Locande,",,,,143,page_143_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Cadamuro Cesira,"S. Donato, 22",Alluminio,Burano,,,"Pensioni e Locande,",,,,143,page_143_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Seno Stella,"Via Galuppi, 13",Alluminio,Burano,,,"Pensioni e Locande,",,,,143,page_143_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Rossi Marco Isidoro e Figlio,Castello,Campo S. Pietro,68,,,"Imprese Lavori,  Commercio Legnami,  Forniture,  Demolizioni,  Costruzioni in Legno,  Appalti",,,,144,page_144_semantic.csv,industria,,,CASTELLO,San Pietro,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Saccol Edoardo,"Via 22 Marzo 2402 (interno), Via Piave 113",Uffici Via Carduccj,18,,,"Macchine utensili ed utensileria,  Apparecchi ad albero flessibile per tutte le industrie | Mestre",,,,144,page_144_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Siderotecnica Veneta di Giuseppe Saccà,"Via 22 Marzo 2402 (interno), Via Piave 113",Via Piave,63,,,", | Mestre",,,,144,page_144_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Sacod Edoardo,"Via 22 Marzo 2402 (interno), Via Piave 113",Uffici Via Carducci,18,,,"Macchine utensili ed utensileria,  Apparecchi ad albero flessibile per tutte le industrie | Mestre",,,,144,page_144_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Siderotecnica Veneta di Giuseppe Saccà,"Via 22 Marzo 2402 (interno), Via Piave 113",Via Piave,63,,,", | Mestre",,,,144,page_144_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
FABBRICATORI BILIARDO ed ARREDAMENTI FRATELLI Deagostini,"Via Leini, 38",Torino,Arredamento per bar,,,"Casa Fondata nel 1842, ",,,,145,page_145_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Bottacin Lierno (cutta),"S. Polo, 1719",Via Palazzo,MESTRE,,,"Pensioni e Locande,",,,,146,page_146_semantic.csv,industria,1719.0,,SAN POLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Gastaldia Fratelli,"S. Polo, 1719, Via Catena 18, Piazza Umberto 1, 66, Via Rosa, 8, Via Piave 90, Via Olivi 6",Piazza Umberto I,MESTRE,,,"Pensioni e Locande,",,,,146,page_146_semantic.csv,industria,1719.0,,SAN POLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Morsautti Paolo,"S. Polo, 1719, Via Catena 18, Piazza Umberto 1, 66, Via Rosa, 8, Via Piave 90, Via Olivi 6, Via. Olivi 22, Via Gazzera 200",Galleria,MESTRE,,,"Pensioni e Locande,",,,,146,page_146_semantic.csv,industria,1719.0,,SAN POLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Raitano Adolfo,Calle delle acque,Articoli Elettrici,Articoli Elettrici,,,PELLESTRINA,,,,147,page_147_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Aguari Foto,"Strada Nuova 4302, 4306, 4466",Articoli Fotografici e affini,Articoli Fotografici e affini,,,Tutto per la fotografia; Telefono 24-031; 25-192; 25-476,,,,147,page_147_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Cigliano Biago,"S. Marco, 4801",Articoli Fotografici e affini,Articoli Fotografici e affini,,,PELLESTRINA,,,,147,page_147_semantic.csv,industria,4801.0,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Ditta Antonio Biadene,"Ponte del Lovo, 4773",Articoli Fotografici e affini,Articoli Fotografici e affini,,,Succ. Citton e Castro,,,,147,page_147_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Toninato,Ponte dei Bareteri 718,Articoli Fotografici e affini,Articoli Fotografici e affini,,,PELLESTRINA,,,,147,page_147_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Marforio Bartolomeo di Nino Banci,"San Marco 5029, 5036",Articoli per Fumatori,Articoli per Fumatori,,,PELLESTRINA,,,,147,page_147_semantic.csv,industria,5029.0,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Pavanello (Ditta),Ss. G e Paolo 6108,Articoli Funebri,Articoli Funebri,,,PELLESTRINA,,,,147,page_147_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Rallo Antonio,"Via Cesare Battisti, 4",Articoli Funebri,Articoli Funebri,,,cofani mortuari,,,,147,page_147_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
S. A. Autonoleggi Bornì,Via Cappuccina 141,Piazzale Roma,Autotrasporti,,,PELLESTRINA,,,,150,page_150_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Esservizio Officine di Naletto Giuseppe,Via F.lli Bandiera 14 (fermata Tramvia Soc. Veneta),Piazzale Roma,Autotrasporti,,,PELLESTRINA,,,,150,page_150_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Gheller Galliano,"Via Galluppi, 24",S. GIULIANO,LA VELOCE..,,,"Pensioni e Locande,",,,,152,page_152_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
S.A.F.F.A. IMBALLAGGI,S. GIOBBE n. 466,VENEZIA,LA VELOCE..,,,"di legno per qualsiasi industria, PAGLIA di legno per imballo",,,,152,page_152_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
"duse."" Fornitura completo MOBILI e ACCESSORI per UFFICIO""","Via XXII Marzo, 2288",VENEZIA,LA VELOCE..,,,Deposito di VENEZIA,,,,152,page_152_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
duse.,Via. XIII Maro A. 2288,Venezia,Autotreni,,,"OFFICINA RIPARAZIONI, MAOCHINE per SORIVERE, Telefono XX-55",,,,153,page_153_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
,Calle Stagneri,Giudecca,Banchi Lotto,,,Banco Lotto n. 20,,,,154,page_154_semantic.csv,industria,,,GIUDECCA,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
"Bar Gelateria ""da Nico""",922,Zattare,Bar,,,La migliore posizione estiva ed invernale. Uno dei posti più suggestivi di Venezia; Tel. 25293,,,,154,page_154_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Bar Ciro,S. Marco,Via XXII Marzo,Bar,,,",",,,,155,page_155_semantic.csv,industria,,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Valese Luigi (Ditta),"San Canciano, calle Bandi, 5474",Location,Category,,,"Fonderia Artistica e Meccanica con Lavoratorio Bronzi, Tel. 22-608.",,,,162,page_162_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Zancopé Emanuele,S. Marco 9078,Location,Category,,,Additional Info,,,,162,page_162_semantic.csv,industria,9078.0,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Magazzini Fasoli,Mercerie San Zulian 735,Location,Category,,,Busri,,,,162,page_162_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Ferraboschi Silvio,Mercerie San Zulian 735,Location,Venezia,,,"Impianti Costruzoni Elettriche industriali, Tel. 25-847.",,,,162,page_162_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
,Mercerie San Zulian 735,Location,Caffè (esercizi),,,Additional Info,,,,162,page_162_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Battistella Gemma,Cannaregio 6370,Location,Category,,,Additional Info,,,,162,page_162_semantic.csv,industria,6370.0,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Beccè Feliciano,"Do-soduro, 2541",Location,Category,,,Additional Info,,,,162,page_162_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Bergamin Vittorio,"Dorsoduro, 7949-95",Location,Category,,,Additional Info,,,,162,page_162_semantic.csv,industria,7949.0,,DORSODURO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Caffè Bar Gelateria: «Manin»,Campo Manin 4027,Location,Ditta Fiorin Pietro,,,Tel. 26-875.,,,,162,page_162_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Coletta Annibale,"S. Marco, cl. dei Fabbri, 880",Location,Category,,,Additional Info,,,,162,page_162_semantic.csv,industria,880.0,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Comune di Venezia,"S. Marco, cl. dei Fabbri, 880",Location,Category,,,S. Elena giardini Pubblici,,,,162,page_162_semantic.csv,industria,880.0,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Ferreuggiari Marino « Vittorio »,Via Ospedale 1,S. Marco,279-280,,,Additional Info,,,,163,page_163_semantic.csv,industria,,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Filippi Angela,Via Ospedale 1,Castello,4153,,,Additional Info,,,,163,page_163_semantic.csv,industria,,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Finato e C.,Via Ospedale 1,S. Marco,1165,,,Additional Info,,,,163,page_163_semantic.csv,industria,,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Florian Giovanni,Via Ospedale 1,Caffe,Caffe (torrefazione),,,(interno Municipio),,,,163,page_163_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
«Internazionale»,Riva Schiavoni,Caffe,Caffe (torrefazione),,,Additional Info,,,,163,page_163_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Lacchin Giulia,Riva Schiavoni,Caffe,Cannaregio,,,"2103-06, | « Adriatico »",,,,163,page_163_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Laverna Margherita m Rey,Riva Schiavoni,Caffe,S. Marco,,,"134, | e ditte Carlo Laverna",,,,163,page_163_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Lazzarini Giuseppe,Riva Schiavoni,Riva degli Schiavoni,4119,,,Additional Info,,,,163,page_163_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Ligabue Anacleto,Riva Schiavoni,Piazzale Roma,497,,,Additional Info,,,,163,page_163_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
